p1x	p1y	p2x	p2y	v1x	v1y	v2x	v2y	Energy	Ang_mom	time
-194.76814009038006	-170.66814009037998	-194.75966055580335	-171.55966055580328	-98.16099633826494	-88.16099633826491	-98.16723947208543	-88.1672394720854	0	0	2.42
-195.74974947511612	-171.54974947511604	-195.74139480321583	-172.44139480321576	-98.17336775237997	-88.17336775237995	-98.17951639748824	-88.17951639748821	0	0	2.43
-196.73148258275125	-172.43148258275116	-196.7232508837531	-173.32325088375305	-98.18555192669619	-88.18555192669616	-98.19160758887313	-88.1916075888731	0	0	2.44
-197.7133375407479	-173.3133375407478	-197.7052269549933	-174.2052269549932	-98.19755184510356	-88.19755184510353	-98.20351600387892	-88.20351600387889	0	0	2.45
-198.69531250640978	-174.1953125064097	-198.6873212038307	-175.0873212038306	-98.20937043947166	-88.20937043947163	-98.21524454864881	-88.21524454864878	0	0	2.46
-199.6774056663618	-175.07740566636173	-199.66953184596625	-175.96953184596617	-98.22101059068956	-88.22101059068953	-98.22679607885773	-88.2267960788577	0	0	2.47
-200.65961523604003	-175.95961523603995	-200.65185712540784	-176.85185712540775	-98.2324751296809	-88.23247512968088	-98.23817340071523	-88.2381734007152	0	0	2.48
-201.64193945919206	-176.841939459192	-201.63429531398057	-177.73429531398045	-98.24376683839485	-88.24376683839482	-98.24937927194486	-88.24937927194483	0	0	2.49
-202.62437660738723	-177.72437660738717	-202.61684471084675	-178.61684471084664	-98.25488845077412	-88.25488845077409	-98.26041640274063	-88.2604164027406	0	0	2.5
-203.60692497953653	-178.60692497953647	-203.5995036420354	-179.49950364203528	-98.26584265369998	-88.26584265369995	-98.27128745670095	-88.27128745670092	0	0	2.5100000000000002
-204.5895829014219	-179.48958290142184	-204.58227045998078	-180.38227045998067	-98.27663208791543	-88.2766320879154	-98.28199505174099	-88.28199505174096	0	0	2.52
-205.5723487252348	-180.37234872523476	-205.5651435430702	-181.2651435430701	-98.287259348927	-88.28725934892697	-98.29254176098392	-88.2925417609839	0	0	2.5300000000000002
-206.5552208291239	-181.25522082912386	-206.54812129520045	-182.14812129520035	-98.29772698788543	-88.2977269878854	-98.30293011363155	-88.30293011363152	0	0	2.54
-207.53819761675135	-182.1381976167513	-207.53120214534283	-183.03120214534275	-98.30803751244659	-88.30803751244656	-98.31316259581506	-88.31316259581503	0	0	2.5500000000000003
-208.5212775168579	-183.02127751685785	-208.51438454711675	-183.91438454711667	-98.31819338761225	-88.31819338761223	-98.3232416514263	-88.32324165142627	0	0	2.56
-209.50445898283624	-183.9044589828362	-209.49766697837137	-184.79766697837127	-98.32819703655196	-88.32819703655193	-98.33316968293015	-88.33316968293012	0	0	2.57
-210.48774049231267	-184.78774049231262	-210.48104794077537	-185.68104794077527	-98.3380508414061	-88.33805084140607	-98.34294905215853	-88.3429490521585	0	0	2.58
-211.47112054673678	-185.67112054673674	-211.46452595941454	-186.56452595941445	-98.3477571440711	-88.34775714407107	-98.35258208108657	-88.35258208108654	0	0	2.59
-212.45459767097904	-186.55459767097898	-212.4480995823971	-187.448099582397	-98.35731824696659	-88.35731824696656	-98.36207105259123	-88.3620710525912	0	0	2.6
-213.43817041293582	-187.43817041293576	-213.43176738046637	-188.33176738046626	-98.36673641378577	-88.36673641378574	-98.37141821119317	-88.37141821119314	0	0	2.61
-214.42183734314227	-188.3218373431422	-214.41552794662095	-189.21552794662085	-98.37601387022885	-88.37601387022882	-98.38062576378194	-88.38062576378191	0	0	2.62
